"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC"
"Providencia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas stutzeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter piscolens",1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reyranella sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,2
"Rothia dentocariosa",49,55,188,11,245,130,26,14,6,6,8,12,3,88,18,212,40,49,3,78,239,28,2,128,10,15,8,33,228,72,9,2,0,2,15,0,6,56,0,0,0,4,17,0,0,15,8,0,0,0,0,0,0,0,17,3,501,0,0,39,9,7,38,117,0,0,0,0,4,13,7,0
"Rothia mucilaginosa",277,2651,349,226,324,1617,82,532,8,802,28,851,500,2440,1534,896,309,4022,46,660,4984,256,981,375,302,155,469,671,29,366,200,13,67,131,170,6,1469,445,721,22,26,166,100,0,0,177,11,0,0,5,0,0,29,44,46,15,41,0,30,557,99,352,1052,605,0,66,4,0,8,47,25,0
"Schaalia cardiffensis",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Schaalia odontolytica",276,84,166,1717,36,67,177,1620,131,2350,1355,438,249,954,45,114,1533,1017,534,47,145,689,126,3513,160,1985,142,676,470,172,818,861,10,29,14,148,972,3799,66,1,33,292,40,1,0,59,1,1,0,0,0,0,5,7,36,4,30,0,14,64,7,382,322,207,0,2,0,1,1,19,4,0
"Selenomonas genomosp.",0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Selenomonas infelix",0,1,0,0,1,1,1,1,4,1,4,0,0,2,5,0,15,5,0,17,1,6,0,0,0,0,0,1,29,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Selenomonas massiliensis",0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,0,2,0,3,0,0,0,1,0,4,3,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas noxia",0,0,0,1,0,1,0,0,3,1,0,0,0,4,0,0,2,5,0,0,0,1,0,0,0,0,0,6,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"Selenomonas sputigena",22,2,1,0,2,2,8,0,20,0,1,0,4,0,5,0,36,4,3,19,0,21,0,1,4,5,0,7,126,1,5,4,0,0,0,1,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,23,2,1,0,0,0,3,2,21,1,0,0,0,0,0,0,0,0
"Shuttleworthia satelles",0,6,5,0,0,0,0,1,15,0,0,0,2,1,4,0,58,9,10,7,1,9,11,2,1,11,0,3,176,0,8,3,0,1,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,13,1,0,0,0,0,0,2,0,0
"Slackia exigua",0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,3,0,0,49,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
"Sphaerimonospora mesophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8192,0,0,0,10552,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"Staphylococcus aureus",3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,5,4,1,0,0,4,0,0,0,0,0,2,6,2,22,1,0,0,3,1,0,11,2,0,2,1,0,8,1,0,0,8,3,5,4,0,7,0,0
"Stenotrophomonas maltophilia",3,8,115,70,25651,0,0,221,44518,3,1,5,22,4,6,1,0,76,92,0,0,31,0,2,0,2,2,775,68101,1122,2423,0,0,1,0,0,0,311,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,653,104,146,0,1,0,0,0,0,0,0
"Stomatobaculum longum",77,0,45,16,2,0,69,8,28,64,0,5,0,1,7,2,714,82,30,5,1,352,25,2,24,40,55,21,57,1,49,276,0,0,0,4,2,33,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,23,4,0,0,0,0,7,12,56,5,0,0,0,0,0,0,0,0
"Streptococcus mutans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"Streptococcus pyogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus salivarius",14,2,15,6,10,8,16,22,0,31,2,5,1,15,20,18,28,5,3,1,9,6,10,24,7,8,18,11,3,5,37,3,0,1,0,1,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,9,12,3,0,0,0,0,0,0,0,0
"Streptococcus sanguinis",60,106,111,121,79,293,311,80,77,93,37,116,19,187,83,149,201,176,72,22,264,71,86,172,25,70,72,94,146,371,240,43,22,9,15,5,85,216,1,1,4,16,8,0,0,16,0,0,0,0,0,0,13,1,11,2,362,0,3,34,4,206,159,116,0,2,21,0,0,4,3,0
"Syntrophomonadaceae genomosp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tannerella forsythia",0,3,1,0,0,12,5,1,4,0,0,0,1,0,9,0,10,0,0,2,1,1,0,0,3,1,0,14,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0
"TM7 phylum",104,6,43,35,0,88,0,0,24,19,194,9,10,52,30,22,43,17,3,6,1,28,0,88,16,26,11,73,110,56,49,4,2,4,0,3,1,35,0,0,0,14,14,0,0,30,0,0,0,0,0,0,0,0,19,44,0,0,0,6,9,26,110,78,0,0,2,0,0,7,0,0
"Treponema denticola",0,2,1,2,0,10,10,0,24,0,0,0,0,1,9,0,61,0,0,0,2,1,0,0,2,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,11,4,0,3,0,0,0,0,0,0
"Treponema lecithinolyticum",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Treponema sp. 3:G:BB003",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Treponema sp. I:Q:AT20",0,4,2,0,0,19,1,0,4,0,0,0,2,0,1,0,6,1,0,0,1,5,0,0,0,1,0,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,0,0
"Treponema sp. IV:17D:D31",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Treponema sp. OMZ 838",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Treponema sp. oral clone BZ013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tropheryma whipplei",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"uncultured Actinomyces sp.",0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"uncultured Bacteroidetes bacterium",0,44,0,96,0,2,0,0,3,0,0,0,1,2,14,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
"uncultured Capnocytophaga sp.",0,81,0,0,0,2,0,0,31,0,0,0,0,2,6,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
"uncultured Eubacteriaceae bacterium",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"uncultured Leptotrichia sp.",14,2,18,117,0,7,0,3,25,102,3,3,3,106,23,1,35,21,224,2,4,13,1,12,35,15,7,20,2,5,23,68,0,15,0,1,69,847,11,1,0,65,14,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,1,0,1,4,9,8,0,0,0,21,0,0,0,0
"uncultured Megasphaera sp.",142,0,28,48,1,5,312,16,6,210,90,44,11,82,4,122,667,50,59,1,14,156,4,53,477,88,173,321,70,46,71,286,6,3,0,1,5,177,6,0,1,20,24,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,11,196,79,0,0,8,3,0,9,0,0
"uncultured Peptostreptococcaceae bacterium",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0
"uncultured Porphyromonas sp.",24,15,0,1,0,696,0,5,0,9,0,33,9,5,2,42,0,0,0,1,1,1,0,0,5,1,16,4,6,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,32,0,0,0,7,16,12,50,0,0,0,0,0,0,0,0
"uncultured Prevotella sp.",21,18,4,7,0,0,8,2,5,6,8,1,3,18,5,7,61,34,0,1,19,13,4,4,46,4,4,9,12,4,4,21,0,0,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,34,17,0,0,0,0,0,0,0,0
"uncultured Treponema sp.",0,7,2,1,0,5,2,0,0,0,1,0,2,0,10,2,6,0,0,0,0,5,0,0,1,4,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,2,6,1,0,0,0,0,0,0,0,0
"Veillonella atypica",513,17,273,810,6,16,1194,143,0,845,0,233,6,456,1,1328,2783,1482,233,6,173,661,156,279,3383,177,513,1342,212,250,264,581,45,2,0,19,68,571,88,1,9,3,371,0,0,2,11,0,0,0,0,0,0,1,6,1,20,0,44,0,0,12,1310,210,0,0,0,6,0,3,0,0
"Veillonella parvula",1129,69,546,2032,25,449,2884,331,102,2494,2440,1858,888,2288,1059,3394,4572,2667,388,29,647,1229,545,1655,4781,763,1742,2242,666,1514,512,1220,89,34,0,46,882,2897,449,4,20,90,602,0,0,10,65,1,0,0,3,0,0,0,409,103,89,0,54,6,46,288,3486,1190,0,1,13,17,24,54,0,0
"Veillonella rogosae",0,0,0,1,0,5,0,0,0,0,5,0,9,3,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0
"Veillonella tobetsuensis",587,35,175,1113,10,369,1425,173,125,1405,2426,1566,904,1588,916,1878,1604,1047,84,17,431,544,323,1321,1015,576,1048,861,434,1132,255,605,48,37,0,24,715,2049,335,3,10,67,190,0,2,11,53,2,0,0,3,1,3,1,352,115,84,0,17,5,39,269,1985,813,0,1,20,7,18,42,0,0
"Veillonellaceae bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Wolinella succinogenes",0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
