"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC"
"Beijerinckiaceae",0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51023,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,0,0,3,0,0,0
"Bifidobacteriaceae",1,7,0,0,2,0,0,5,55,0,1,1,0,1,0,0,1,0,0,5,19,0,0,5,11,0,0,3,12,0,9,0,5,0,0,2,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0
"Brevibacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,143354,1,0,0,56029,3,0,0,1,3,1,0,0,0,0,0,31,1,0,4,6,55200,0
"Bulleribasidiaceae",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderiaceae",16,36,0,1,0,38,0,12,21,5,0,35,4,6,55,15,0,30,0,12,11,4,37,16,4,4,5,7,12,2,0,2,15,0,11,4,29,5,23,0,0,0,7,0,5,4,8,0,6,1,8,5,2,0,26,8,243,3,0,1,10,24,7,9,6,8,3,2,6,3,0,0
"Campylobacteraceae",69,35,5,43,4,49,27,25,70,127,341,71,29,80,56,29,177,296,5,2,15,52,3,68,33,42,64,95,28,13,6,171,0,0,0,3,10,66,0,0,1,0,58,0,0,2,4,0,0,0,0,1,0,0,38,43,3,0,0,0,9,47,51,36,0,0,0,0,0,0,0,0
"Candidatus Saccharibacteria bacterium UB2523",0,4,12,0,5,4,0,0,43,0,0,0,1,3,42,1,37,2,0,0,2,15,0,0,0,3,0,185,351,11,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,0,42,2,0,0,0,0,0,3,0,0
"Cardiobacteriaceae",1,4,0,1,0,8,0,1,2,1,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacteriaceae",186,483,132,122,1165,2925,58,1188,498,610,73,245,556,592,514,623,468,328,10,537,503,103,214,744,166,526,159,385,154,188,412,14,65,109,118,14,823,960,310,18,73,322,641,0,0,59,5,0,0,12,0,0,44,31,1097,544,751,0,13,2087,437,935,294,671,0,57,8,1,45,217,0,0
"Caulobacteraceae",124,1,19,0,155,1,0,2,193,4,1,0,10,6,0,0,0,0,1,0,0,1,0,3,0,732,0,0,480,2,16,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,206,3,0,1,0,1,2,0,0,0,7
"Cellulomonadaceae",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Chitinophagaceae",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Clostridiales bacterium canine oral taxon 260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales bacterium feline oral taxon 148",0,1,2,3,0,3,0,0,0,0,0,0,2,0,1,0,5,1,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Clostridiales bacterium oral taxon 075",7,3,28,35,1,32,0,0,3,45,86,0,1,1,9,0,1,1,18,0,6,11,0,0,2,26,2,2,65,0,3,5,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,11,3,0,0,0,3,8,25,12,0,0,0,0,0,0,4,0,0
"Comamonadaceae",0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,7,0,0,2,0,1,2,5,2,2,0,0,7,4,0,0,8,4,0,7,1,0,5,0,0,1,5,6,2,4,2,2,1,0
"Corynebacteriaceae",6,8,5,18,1,15,5,3,84,20,2,10,0,57,21,35,26,57,4,15,34,9,9,60,5,4,4,117,14,2,3,2,0,1,8,13,44,4,0,0,0,1,2,0,0,6,2,1,0,0,1,0,0,1,18,19,12,0,0,8,83,6,6,12,0,0,1,3,2,0,0,0
"Defluviitaleaceae",0,0,0,0,0,5,0,0,4,0,0,0,0,1,4,0,15,0,0,1,0,5,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0
"Desulfomicrobiaceae",0,7,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthellaceae",0,0,1,0,0,1,2,1,52,0,0,0,0,0,1,0,2,3,0,4,0,0,0,1,2,4,0,1,86,0,1,0,0,0,2,2,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
"Enterobacteriaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1633,0,2,0,0,1,1,0,3,0,2,0,0,2,2,0,2,0,0,0,0,0,1,2,0,0,0,1,0,2,2,0,2,1,1,0,0
"Erysipelatoclostridiaceae",0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0
"Erysipelotrichaceae",23,1,34,30,7,28,18,222,58,64,77,2,15,14,3,3,107,10,22,34,3,111,5,35,9,164,19,10,559,15,24,19,24,29,2,5,4,41,62,0,3,38,27,0,0,52,0,7,0,3,0,1,0,3,37,18,0,0,3,62,31,34,64,11,0,28,707,11,15,130,1,0
"Eubacteriaceae",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F082",0,1,0,0,0,0,0,0,10,0,0,0,0,8,0,0,142,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0
"Family XI",15,6,31,6,10,89,85,10,524,3,66,87,31,54,33,0,21,3,1,130,0,6,0,33,8,862,7,44,641,136,292,18,9,10,0,129,15,8,0,0,0,68,14,0,0,33,0,0,0,2,0,0,3,13,23,4,1,0,0,250,24,284,42,52,0,0,0,0,6,65,0,0
"Firmicutes oral clone FM046",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Flavobacteriaceae",13,1882,1,7,0,118,3,3,153,5,26,2,23,25,90,2,4,26,1,27,16,9,22,50,4,11,32,8,16,13,1,223,0,0,0,2,13,14,0,0,0,0,32,0,0,0,10,0,0,0,0,0,0,0,103,118,10,0,0,0,24,51,29,13,0,0,0,0,0,0,0,0
"Fusobacteriaceae",1545,3679,99,2936,50,3750,9788,55,1537,1302,17411,3038,7709,6454,4967,588,3336,4186,54,113,406,1342,1986,1560,259,1708,2863,1342,124,1784,324,1943,5,0,0,58,1063,2134,0,0,1,0,841,2,0,2,1,0,0,0,0,0,0,0,393,434,159,0,1,3,127,1294,2387,2193,0,4,0,1,2,2,0,0
"Gemellaceae",322,145,157,127,71,8891,63,109,5802,248,447,81,260,613,331,349,219,78,2,361,89,181,130,672,77,188,168,312,395,201,607,83,18,79,154,11,234,467,740,1,180,282,2401,1,0,279,1,0,0,9,0,1,64,13,2072,375,1810,0,55,2099,929,966,334,407,0,110,0,4,54,283,12,0
"Helicobacteraceae",0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae",1757,41,297,274,56,104,380,85,213,1131,3409,80,217,284,292,49,4295,1008,640,70,10,1641,320,724,195,1251,281,124,1223,62,787,898,18,128,3,69,52,427,262,3,0,427,406,0,0,200,3,0,0,0,0,12,2,0,339,93,4,0,13,80,123,207,731,186,0,20,2,303,13,187,3,0
"Lactobacillaceae",0,25,1,0,3,0,37,7,67,1,0,0,0,2,82,3,0,0,0,72,10,0,0,0,14,0,0,67,134,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,11,1,0,0,0,0,0,0,0,0
"Lentimicrobiaceae",0,44,0,97,0,26,7,0,11,0,0,0,1,2,15,3,0,0,0,0,2,28,0,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0
"Leptotrichiaceae",982,2545,840,2703,266,2661,115,600,648,1827,557,995,768,3213,3291,1171,1233,5104,2239,744,4916,781,999,1067,575,390,781,2036,240,410,596,2165,142,361,147,35,1692,5040,910,21,28,650,883,1,0,224,64,0,0,9,0,2,30,52,422,225,61,0,44,542,161,676,1416,794,0,52,14,539,7,52,18,0
