"","P01-A06-HLM094","P01-A07-HLM102","P01-A09-HLM053","P01-A11-HLM137","P01-A12-HLM131","P01-B10-HLM020","P01-C01-HLM080","P01-C09-HLM035","P01-D01-HLM079","P01-D04-HLM073","P01-D06-HLM093","P01-D07-HLM105","P01-D08-HLM086","P01-E02-HLM042","P01-E06-HLM100","P01-E07-HLM103","P01-E10-HLM023","P01-E12-HLM138","P01-F01-HLM066","P01-F06-HLM081","P01-F12-HLM140","P01-G03-HLM067","P01-G05-HLM083","P01-G06-HLM075","P01-H01-HLM063","P01-H04-HLM110","P01-H08-HLM052","P01-H11-HLM124","P01-H12-HLM148","P02-A01-HLM146","P02-A05-HLM167","P02-A09-HLM134","P02-A10-HLM405","P02-A11-HLM413","P02-A12-HLM421","P02-B01-HLM145","P02-B04-HLM001","P02-B08-HLM003","P02-B10-HLM406","P02-B11-HLM414","P02-B12-HLM422","P02-C10-HLM407","P02-C11-HLM415","P02-C12-HLM423","P02-D09-HLM400","P02-D10-HLM408","P02-D11-HLM416","P02-D12-HLM424","P02-E09-HLM401","P02-E10-HLM409","P02-E11-HLM417","P02-E12-HLM425","P02-F09-HLM402","P02-F10-HLM410","P02-F11-HLM418","P02-F12-HLM426","P02-G03-HLM036","P02-G09-HLM403","P02-G10-HLM411","P02-G11-HLM419","P02-G12-HLM427","P02-H02-HLM176","P02-H04-HLM162","P02-H06-HLM152","P02-H09-HLM404","P02-H10-HLM412","P02-H11-HLM420","P02-H12-HLM428","P03-A01-HLM429","P03-B01-HLM430","P03-C01-HLM431","P03-D01-NEC","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU135",0.00195198620934418,0,0.00120246906982337,0.000355082112738571,3.29109758104328e-05,0,0.00115661196506697,0.000150217815832958,0.000390892211472686,0.000980918078013641,0,0.000150425704744427,0,1.28325227456466e-05,0.000157810492143292,2.25560517886949e-05,0.00838589196997992,0.00127350945037196,0.00274700119036718,0.000313342106912327,2.06504904491482e-05,0.0130607398612296,0.000647265948632974,3.10795481033706e-05,0.000511247443762781,0.00119979603467411,0.00135015710919089,0.000435124943019353,0.000546825533874403,2.76464571065218e-05,0.00110050533408198,0.0109367570137898,0,0,0,0.000747244535774332,3.70768603314671e-05,0.000331748313612739,0,0,0,0,0.00227628396642481,0,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0.000903200471235028,7.05940489216759e-05,0,0,0,0,0.000122826411187731,0.000259982234547306,0.00102029661480159,0.000107893487549092,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum","Stomatobaculum longum"
"OTU745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Moryella","Moryella indoligenes"
"OTU115",0.0119907724288286,0,0.000855089116318841,0.00110963160230803,1.64554879052164e-05,3.24746494767522e-05,0,0.000112663361874718,0,0.00309602268373055,0.00528368794326241,0,0.000276380520700901,1.28325227456466e-05,0.000270532272245643,1.12780258943475e-05,0.00325335024605663,0.000559101709919396,0.0162073070231664,0,2.06504904491482e-05,0.00500909057177841,0.000155343827671914,9.32386443101117e-05,0.000255623721881391,0.0056390413629683,0.000343676355066771,8.28809415274958e-05,0.000527638673036704,2.76464571065218e-05,0.00188658057271196,0.000317007449675067,0,0,0,0.00280216700915375,1.85384301657336e-05,0.000341801292813125,0,0,0,0,0.000782472613458529,0,0,0.000697326913498257,0,0,0,0,0,0,0,0,7.85391714117416e-05,7.05940489216759e-05,0,0,0,5.78285383836924e-05,3.50932603393518e-05,0.000129991117273653,0.000838100790729876,0.000561046135255276,0,0,0,0.00434009249377446,0,0.00029385836027035,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","?","?"
"OTU820",0,0,0,0,0,0,0,0,2.7920872248049e-05,0,0,0,0,0,0,0,1.17449467366665e-05,0,0,0,0,0,0,0,0,0,0,0,9.59343041884917e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","Eubacterium sp."
"OTU208",0.000684462696783025,9.14564438686076e-05,5.34430697699276e-05,0.000199733688415446,4.93664637156492e-05,2.43559871075642e-05,0,1.87772269791197e-05,5.58417444960981e-05,0.000352517434286152,0.000868794326241135,6.01702818977707e-05,0.000663313249682162,0.000153990272947759,0.000383254052347995,2.25560517886949e-05,0.000352348402099996,0.000217428442746432,0.000457833531727864,0.000125336842764931,0,0.00018552187302883,0.00025890637945319,0.00163167627542696,2.13019768234492e-05,0.00131977563814152,2.4548311076198e-05,0,0.000220648899633531,8.29393713195654e-05,0.000269511510387423,0.000396259312093834,0,0.000414408670704495,0,0.000186811133943583,9.26921508286678e-05,6.03178752023162e-05,0.000324939073923639,6.58241179568194e-05,0,0.00243135011441648,0.000284535495803101,0,0,0.000232442304499419,0,0,0,0,0,0,0,0,0.00098173964264677,0.000247079171225866,0,0,0,0.000289142691918462,0.000315839343054166,0.00023831704833503,0.000400830812957767,0.000302101765137456,0,2.29457791239302e-05,0,0,0.000134989200863931,0.00066785990970534,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","Lachnospiraceae bacterium"
"OTU146",0.0038279210079347,0,0.000320658418619566,0.00033288948069241,9.87329274312983e-05,2.43559871075642e-05,3.35249844946947e-05,9.38861348955986e-05,2.7920872248049e-05,0.000934937543106751,0.00801418439716312,9.0255422846656e-05,0.00011055220828036,0.000141157750202112,6.76330680614108e-05,3.38340776830424e-05,0.00281878721679997,0.000729938343505878,0.00549400238073436,0,2.06504904491482e-05,0.00293124559385552,0.000310687655343828,0.00055943186586067,0.000660361281526926,0.0017097093494106,4.90966221523959e-05,0.000269363059964361,0.00119917880235615,5.52929142130436e-05,0.00094329028635598,0.00158503724837534,0.000140805406927626,0.000414408670704495,0,0.00168130020549225,5.56152904972007e-05,0.000140741708805404,8.12347684809098e-05,6.58241179568194e-05,0,0.007627765064836,0.00206288234457249,0,0,0.00099618130499751,0,0,0,0,0,0.00335946248600224,6.87994496044032e-05,0,0.00121735715688199,8.82425611520949e-05,2.23954134193317e-05,0,8.36739560628057e-06,0.000202399884342923,0.000315839343054166,8.6660744849102e-05,0.000674124549065335,0.000280523067627638,0,4.58915582478603e-05,0,0.00526503023834934,0.000539956803455724,0.000801431891646408,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","?"
"OTU572",0,0,0,0,0,8.11866236918805e-06,0,0,0,1.53268449689631e-05,1.77304964539007e-05,0,0,0,0,0,0,3.10612061066331e-05,0,0,0,7.4208749211532e-05,0,0,0,0,0,0,0.000172681747539285,0,4.49185850645705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0,1.7648512230419e-05,0,0,0,0,1.75466301696759e-05,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella","?"
"OTU751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7560582513095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49955586368265e-05,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella","Johnsonella ignava"
"OTU270",7.60514107536695e-05,0,0,0,0,4.87119742151283e-05,0,0,0.00043277351984476,3.06536899379263e-05,0.00196808510638298,3.00851409488853e-05,0.000359294676911171,1.28325227456466e-05,6.76330680614108e-05,0,1.17449467366665e-05,3.10612061066331e-05,0,0.000250673685529861,0,0,0,1.55397740516853e-05,0,0.000149974504334263,4.90966221523959e-05,0,0.000268616051727777,0,0,3.96259312093834e-05,0,3.18775900541919e-05,0,0.000186811133943583,0,0,0,0,0,0.000143020594965675,7.11338739507754e-05,0,0,3.3206043499917e-05,0,0,0,0,0,0,0,0,0.000903200471235028,1.7648512230419e-05,0,0,0,0,7.01865206787037e-05,0.000173321489698204,1.82195824071712e-05,4.31573950196366e-05,0,0,0,0,0.000134989200863931,0.000507573531376059,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella","Eubacterium sp."
"OTU560",2.53504702512232e-05,0,5.34430697699276e-05,0,0,0,0,0,0,0,0,0,0,0,2.25443560204703e-05,1.12780258943475e-05,8.22146271566658e-05,0,0,0,0,7.4208749211532e-05,0,0,0,0,0,2.07202353818739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","Firmicutes oral"
"OTU393",0,0,2.67215348849638e-05,0,0,0,0,0,0.000125643925116221,0,0,0,0,0,0,0,3.52348402099996e-05,3.10612061066331e-05,9.15667063455728e-05,0,0,7.4208749211532e-05,0,3.10795481033706e-05,2.13019768234492e-05,0,0,2.07202353818739e-05,0.000642759838062894,0,4.49185850645705e-05,7.92518624187668e-05,0,0,0,0,0,0,0,0,0,4.7673531655225e-05,3.55669369753877e-05,0,0,3.3206043499917e-05,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,0,5.26398905090277e-05,0,5.46587472215137e-05,0,0,0,0,0,0,2.67143963882136e-05,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","?"
"OTU194",0.00139427586381727,0,8.01646046548914e-05,0.000133155792276964,1.64554879052164e-05,0,0.000301724860452252,5.63316809373592e-05,1.39604361240245e-05,0.000521112728944747,0.000407801418439716,3.00851409488853e-05,0,5.13300909825863e-05,0,3.38340776830424e-05,0.00136241382145332,0.00124244824426532,0.00457833531727864,0.000188005264147396,2.06504904491482e-05,0.00103892248896145,0,0.000279715932930335,0.000127811860940695,0.000899847026005579,0.000294579732914376,0.000207202353818739,0.000326176634240872,0.000110585828426087,0.000224592925322852,0.000356633380884451,2.0115058132518e-05,1.5938795027096e-05,0,0,0,0.000241271500809265,0.000324939073923639,0,0,0.00028604118993135,0.000426803243704652,0,0,0.000298854391499253,0,0,0,0,0,0,0,0,0.000314156685646966,0,0,0,0,0,0,4.3330372424551e-05,0.000273293736107568,0,0,0,0,0.000355745286374956,0,0,1.52947294362363e-05,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","Oribacterium asaccharolyticum"
"OTU143",0.00119147210180749,6.09709625790717e-05,8.01646046548914e-05,0.000554815801154017,0.00018101036695738,0.000129898597907009,6.70499689893893e-05,5.63316809373592e-05,4.18813083720735e-05,0.000858303318261936,0.00296099290780142,0.000601702818977707,0.000414570781051351,0.000988104251414786,0.000225443560204703,3.38340776830424e-05,0.00250167365490998,0.00110267281678548,0.000366266825382291,0.000376010528294792,0,0.00281993247003822,0.000129453189726595,0.00026417615887865,0.000127811860940695,0.00473919433696272,0.000294579732914376,0.000145041647673118,0.000297396342984324,0.00030411102817174,0.00154969118472768,0.000951022349025202,0,4.78163850812879e-05,2.42283277608179e-05,0.000186811133943583,0.000166845871491602,0.000412172147215827,0.00406173842404549,0,0,0.00085812356979405,0.000604637928581591,0,0,0.000630914826498423,0,0,0,0,0,0,0,0,0.00117808757117612,0.000141188097843352,0,0,2.09184890157014e-05,0.000375885499494,0.000122826411187731,0.000476634096670061,0.00123893160368764,0.00025894437011782,0,0.000160620453867511,0,7.11490572749911e-05,0,0.000187000774717495,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","Oribacterium sinus"
"OTU391",0.000177453291758562,0,0,0,0,0,0,1.87772269791197e-05,0,3.06536899379263e-05,0.000141843971631206,0,2.76380520700901e-05,3.84975682369397e-05,0,0,0.000117449467366665,0,0,0,0,0.00018552187302883,0,0.000217556836723594,0,0.000239959206934821,2.4548311076198e-05,0,1.91868608376983e-05,0,0,3.96259312093834e-05,0,0,0,0,1.85384301657336e-05,4.02119168015441e-05,4.06173842404549e-05,0,0,0,7.11338739507754e-05,0,0,3.3206043499917e-05,0,0,0,0,0,0,0,0,3.92695857058708e-05,0,0,0,0,5.78285383836924e-05,0,4.3330372424551e-05,3.64391648143425e-05,2.15786975098183e-05,0,2.29457791239302e-05,0,0,0,2.67143963882136e-05,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","Oribacterium parvum"
"OTU516",2.53504702512232e-05,1.52427406447679e-05,0,0,0,0,1.67624922473473e-05,0,1.39604361240245e-05,0,0,0,0,1.28325227456466e-05,2.25443560204703e-05,0,0.000199664094523331,7.76530152665828e-05,0,0.000188005264147396,0,0,0,0,0,0,0,0,7.67474433507934e-05,0,0,0.00011887779362815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16651862122755e-05,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium","?"
"OTU486",0,0,0,0,0,1.62373247383761e-05,0,0,2.7920872248049e-05,0,0,0,0,1.28325227456466e-05,4.50887120409406e-05,0,0.000117449467366665,0,0,0,0,0.000148417498423064,0,0,0,0,0,4.14404707637479e-05,2.87802912565475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92695857058708e-05,1.7648512230419e-05,0,0,0,0,0,2.16651862122755e-05,3.64391648143425e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae UCG-011","?"
"OTU768",0,0,0,0,0,0,0,0,0,0,1.77304964539007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96259312093834e-05,0,0,0,0,7.41537206629343e-05,0,0,0,0,0,0,0,2.11407551477739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","?"
"OTU95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42283277608179e-05,0,0,0,0,0,1.86167737131155e-05,0,0,1.87853399207259e-05,0,0,0,0,0,0.0262259280065139,0,0,0,0.0700966398659089,0,0,0,0,0,0,0,0,0,0,0,4.58915582478603e-05,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Sphaerimonospora","Sphaerimonospora mesophila"
"OTU38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386220041650489,0,1.37421154612541e-05,4.18369780314028e-06,0,0.388306925654928,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","?"
"OTU21",0.000152102821507339,1.52427406447679e-05,0,0,3.29109758104328e-05,0,0,1.87772269791197e-05,1.39604361240245e-05,0,0.000124113475177305,0,0,1.28325227456466e-05,0,0,0,0,0,0,0,0.00281993247003822,0,0,0,0.000269954107801674,0,0,0,0,0,0,0,3.18775900541919e-05,0,0.000560433401830749,0,0,0,6.58241179568194e-05,0,9.534706331045e-05,0,0,0.000253689061773287,0,0,0,0,1.89356880913458e-05,0,0,6.87994496044032e-05,0.0522090982898148,0.00047123502847045,0,0,2.74842309225082e-05,0.495517167803935,2.89142691918462e-05,0,0.000173321489698204,0,0,5.57537912578055e-05,0.000137674674743581,0,7.11490572749911e-05,0,2.67143963882136e-05,0,0.0181818181818182,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","?"
"OTU640",0,0,0,2.21926320461607e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15667063455728e-05,0,0,0,0,0,2.13019768234492e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6412086999834e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64391648143425e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus","Mobiluncus curtisii"
"OTU453",0,6.09709625790717e-05,0,0,3.29109758104328e-05,0,0,7.51089079164789e-05,0,0,0,0,0,0,0,0,0,0,0,6.26684213824654e-05,0.000185854414042334,0,0,4.66193221550559e-05,4.26039536468984e-05,0,0,0,0.000105527734607341,0,0.000112296462661426,0,2.0115058132518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000265648347999336,0,1.03702167375298e-05,0,0,0,0.000559910414333707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000844975214060388,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium"
"OTU544",0,0,0,0,0,0,0,1.87772269791197e-05,0,0,0,3.00851409488853e-05,0,0,0,0,1.17449467366665e-05,0,0,0,0,0,0,0,0.000106509884117246,0,0,0,9.59343041884917e-06,0,0,0,6.0345174397554e-05,0,0,0.000186811133943583,0,0,0,0,0,0,0,0,0,9.9618130499751e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia omnicolens"
"OTU548",0,0,0,0,0,0,0,0,0.000767823986821348,0,1.77304964539007e-05,0,0,1.28325227456466e-05,0,0,0,0,0,0.000250673685529861,0,0,0,0,0,0,0,2.07202353818739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Parascardovia","Parascardovia denticolens"
"OTU586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313342106912327,0,0,0,0,0,0,0,0,0.00011512116502619,0,4.49185850645705e-05,0,0,0,7.26849832824538e-05,0,0,0,0,0,1.86167737131155e-05,0,0,0,0,6.6412086999834e-05,0,0,0,0,0,0,0,0,0,0,2.23954134193317e-05,0,0,0,0,0,0,0,0,4.58915582478603e-05,0,0.000142298114549982,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","?","?","?","?"
"OTU83",0.000684462696783025,0,0.000320658418619566,0.00552596537949401,1.64554879052164e-05,3.24746494767522e-05,0.00206178654642372,0.00118296529968454,4.18813083720735e-05,0.00154801134186528,0.000851063829787234,0.000150425704744427,0.000221104416560721,0.00441438782450242,0.000135266136122822,9.02242071547796e-05,0.000281878721679997,0.000310612061066331,0.0260049446021427,0.000376010528294792,6.19514713474445e-05,0.00256020184779786,0,0.00125872169818651,0.000511247443762781,0.00260955637541618,0.000441869599371563,0.00111889271062119,0.000920969320209521,0.000193525199745653,0.00051656372824256,0.0194167062925979,0.000724142092770648,9.56327701625757e-05,0,0.000747244535774332,0.00246561121204256,0.00150794688005791,0.000121852152721365,0,0,0.00319412662090008,0.000106700810926163,0,0,0.000166030217499585,0,0,0,0,0,0,0,0,0.000157078342823483,5.29455366912569e-05,0,0,3.34695824251223e-05,5.78285383836924e-05,7.01865206787037e-05,0.00147323266243473,0.000309732900921911,0.000625782227784731,0,0,0.000225326723749437,0.000213447171824973,0,0.000187000774717495,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","?","?","?"
"OTU28",0.00626156615205212,0.00120417651093667,0.00411511637228442,0.0377274744784731,0.000526575612966924,0.000446526430305343,0.00264847377508088,0.0277151870211807,0.00160545015426282,0.0346080159399188,0.0218085106382979,0.0105598844730588,0.00624619976784036,0.0118315859714861,0.000698875036634579,0.00119547074480083,0.0159144028281832,0.0121915233968535,0.046515886823551,0.00256940527668108,0.0028291171915333,0.0237467997476903,0.00238193869096935,0.0494164814843592,0.00308878663940014,0.0484717598008339,0.00319128043990573,0.0131159089967262,0.00446094514476487,0.00422990793729784,0.0163728242560359,0.0326517673165319,0.000181035523192662,0.000398469875677399,0.000339196588651451,0.0244722585466094,0.0152200511660673,0.0371960230414283,0.00259951259138911,6.58241179568194e-05,0.000484036116541003,0.0138729977116705,0.00135154360506473,1.87853399207259e-05,0,0.00182633239249543,5.00801282051282e-05,1.03702167375298e-05,0,0,0,0,0.000275197798417613,6.54741638949271e-05,0.00125662674258787,7.05940489216759e-05,0.000582280748902625,0,5.8571769243964e-05,0.00156137053635969,0.000122826411187731,0.00753948480187187,0.00502860474437926,0.00360364248413966,0,4.58915582478603e-05,0,7.11490572749911e-05,0.000134989200863931,0.000400715945823204,6.11789177449451e-05,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Schaalia odontolytica"
"OTU405",0,0,0,0.000133155792276964,0,0,1.67624922473473e-05,3.75544539582394e-05,0,6.13073798758525e-05,5.31914893617021e-05,0,2.76380520700901e-05,1.28325227456466e-05,0,0,3.52348402099996e-05,1.55306030533166e-05,0.000457833531727864,0,0,0.00018552187302883,0,4.66193221550559e-05,0,2.99949008668526e-05,0,4.14404707637479e-05,0,0,2.24592925322852e-05,0.000396259312093834,0,0,0,0.000186811133943583,9.26921508286678e-05,0.000170900646406563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Schaalia odontolytica"
"OTU539",0,0,0,2.21926320461607e-05,1.64554879052164e-05,0,0,0,4.18813083720735e-05,1.53268449689631e-05,0,0,0,0,0,0,2.34898934733331e-05,0,0,0,0,0,0,4.66193221550559e-05,0,0.000209964306067968,0,0,7.67474433507934e-05,0,0,0,0,0,0,0.000186811133943583,0,2.01059584007721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89142691918462e-05,0,4.3330372424551e-05,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces timonensis"
"OTU540",0,0,0,0,0,0,1.67624922473473e-05,0,4.18813083720735e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66193221550559e-05,0,5.99898017337053e-05,0,0,1.91868608376983e-05,0,2.24592925322852e-05,3.96259312093834e-05,0,0,0,0,3.70768603314671e-05,1.0052979200386e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16651862122755e-05,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces dentalis"
"OTU529",2.53504702512232e-05,0,0,2.21926320461607e-05,0,0,0,0,4.18813083720735e-05,0,0,0,0,0,0,1.12780258943475e-05,0,0,0,6.26684213824654e-05,0,3.7104374605766e-05,0,0,0,2.99949008668526e-05,0,2.07202353818739e-05,0.000134308025863888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7648512230419e-05,2.23954134193317e-05,0,0,0,0,0,1.82195824071712e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","F0332","?"
"OTU608",0,0,0,0,0,0,0,0,0.000167525233488294,0,0,0,0,0,0,0,1.17449467366665e-05,3.10612061066331e-05,0,0,0,0,0,0,0,0,0,0,0,8.29393713195654e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","F0332","Actinobaculum sp."
"OTU709",0,0,0,0,0,0,0,0,0,0,0,3.00851409488853e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5938795027096e-05,0,0,0,1.0052979200386e-05,0,6.58241179568194e-05,0,0,0,1.87853399207259e-05,0,0,5.00801282051282e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16651862122755e-05,0,0,0,0,0,7.11490572749911e-05,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","?","?"
"OTU241",0,0.000106699184513376,0,0.000310696848646249,0,3.24746494767522e-05,1.67624922473473e-05,1.87772269791197e-05,0.000530496572712932,0.000183922139627558,1.77304964539007e-05,0.000150425704744427,0,0.00037214315962375,0.000135266136122822,2.25560517886949e-05,0.000187919147786665,0.000512509900759446,0.000183133412691146,0.000376010528294792,0.000536912751677852,0.00018552187302883,5.17812758906379e-05,0.000450653447498873,4.26039536468984e-05,2.99949008668526e-05,2.4548311076198e-05,0.00109817247523932,1.91868608376983e-05,0,4.49185850645705e-05,3.96259312093834e-05,0,0,0,0.00149448907154866,0.000370768603314671,0,0,0,0,0,0,0,0,0,5.00801282051282e-05,1.03702167375298e-05,0,0,0,0,0,0,0,1.7648512230419e-05,6.71862402579952e-05,0,0,2.89142691918462e-05,3.50932603393518e-05,8.6660744849102e-05,3.64391648143425e-05,8.63147900392732e-05,0,0,0,0,0.000134989200863931,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","?"
"OTU316",5.07009405024463e-05,0,0.000133607674424819,4.43852640923214e-05,0,4.05933118459403e-05,0,1.87772269791197e-05,0.000111683488992196,1.53268449689631e-05,0,3.00851409488853e-05,0,1.28325227456466e-05,0.000112721780102351,0.000180448414309559,1.17449467366665e-05,9.31836183198994e-05,0,0,0,3.7104374605766e-05,5.17812758906379e-05,0.000139857966465168,0,0,0,0,9.59343041884917e-06,0,2.24592925322852e-05,0,0,0,9.69133110432718e-05,0,0.000129769011160135,1.0052979200386e-05,0,0,0,4.7673531655225e-05,0,0,0,0.000199236260999502,0,0,0,0,0,0,0,1.30948327789854e-05,0.000314156685646966,0.000123539585612933,6.71862402579952e-05,0,0,8.67428075755385e-05,0.000245652822375463,0,0,0.000107893487549092,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium durum"
