Genus	P01-A01-HLM069	P01-A02-HLM002	P01-A03-HLM038	P01-A04-HLM091	P01-A05-HLM061	P01-A06-HLM094	P01-A07-HLM102	P01-A08-HLM056	P01-A09-HLM053	P01-A10-HLM019	P01-A11-HLM137	P01-A12-HLM131	P01-B01-HLM062	P01-B02-HLM064	P01-B03-HLM037	P01-B04-HLM089	P01-B05-HLM107	P01-B06-HLM097	P01-B07-HLM098	P01-B08-HLM106	P01-B09-HLM054	P01-B10-HLM020	P01-B11-HLM136	P01-B12-HLM122	P01-C01-HLM080	P01-C02-HLM044	P01-C03-HLM045	P01-C04-HLM074	P01-C05-HLM114	P01-C06-HLM084	P01-C07-HLM104	P01-C08-HLM096	P01-C09-HLM035	P01-C10-HLM021	P01-C11-HLM117	P01-C12-HLM128	P01-D01-HLM079	P01-D02-HLM043	P01-D03-HLM025	P01-D04-HLM073	P01-D05-HLM090	P01-D06-HLM093	P01-D07-HLM105	P01-D08-HLM086	P01-D09-HLM055	P01-D10-HLM022	P01-D11-HLM101	P01-D12-HLM135	P01-E01-HLM065	P01-E02-HLM042	P01-E03-HLM049	P01-E05-HLM095	P01-E06-HLM100	P01-E07-HLM103	P01-E08-HLM112	P01-E09-HLM057	P01-E10-HLM023	P01-E11-HLM120	P01-E12-HLM138	P01-F01-HLM066	P01-F02-HLM041	P01-F03-HLM048	P01-F05-HLM092	P01-F06-HLM081	P01-F07-HLM087	P01-F08-HLM050	P01-F09-HLM058	P01-F10-HLM024	P01-F11-HLM116	P01-F12-HLM140	P01-G01-HLM068	P01-G03-HLM067	P01-G04-HLM109	P01-G05-HLM083	P01-G06-HLM075	P01-G07-HLM072	P01-G08-HLM051	P01-G09-HLM059	P01-G10-HLM018	P01-G11-HLM123	P01-G12-HLM178	P01-H01-HLM063	P01-H02-HLM039	P01-H03-HLM070	P01-H04-HLM110	P01-H05-HLM082	P01-H06-HLM078	P01-H07-HLM099	P01-H08-HLM052	P01-H09-HLM029	P01-H10-HLM017	P01-H11-HLM124	P01-H12-HLM148	P02-A01-HLM146	P02-A02-HLM016	P02-A03-HLM171	P02-A04-HLM004	P02-A05-HLM167	P02-A06-HLM172	P02-A07-HLM154	P02-A08-HLM085	P02-A09-HLM134	P02-A10-HLM405	P02-A11-HLM413	P02-A12-HLM421	P02-B01-HLM145	P02-B02-HLM177	P02-B03-HLM032	P02-B04-HLM001	P02-B05-HLM165	P02-B06-HLM013	P02-B07-HLM155	P02-B08-HLM003	P02-B09-HLM130	P02-B10-HLM406	P02-B11-HLM414	P02-B12-HLM422	P02-C01-HLM143	P02-C02-HLM182	P02-C03-HLM033	P02-C04-HLM006	P02-C05-HLM129	P02-C06-HLM010	P02-C07-HLM157	P02-C08-HLM111	P02-C09-HLM127	P02-C10-HLM407	P02-C11-HLM415	P02-C12-HLM423	P02-D01-HLM115	P02-D02-HLM186	P02-D03-HLM030	P02-D04-HLM173	P02-D05-HLM166	P02-D06-HLM189	P02-D07-HLM158	P02-D08-HLM005	P02-D09-HLM400	P02-D10-HLM408	P02-D11-HLM416	P02-D12-HLM424	P02-E01-HLM144	P02-E02-HLM184	P02-E03-HLM014	P02-E04-HLM174	P02-E05-HLM149	P02-E06-HLM190	P02-E07-HLM159	P02-E08-HLM132	P02-E09-HLM401	P02-E10-HLM409	P02-E11-HLM417	P02-E12-HLM425	P02-F01-HLM179	P02-F02-HLM187	P02-F03-HLM027	P02-F04-HLM175	P02-F05-HLM163	P02-F06-HLM126	P02-F07-HLM161	P02-F08-HLM007	P02-F09-HLM402	P02-F10-HLM410	P02-F11-HLM418	P02-F12-HLM426	P02-G01-HLM142	P02-G02-HLM188	P02-G03-HLM036	P02-G04-HLM147	P02-G05-HLM164	P02-G06-HLM141	P02-G07-HLM118	P02-G08-HLM008	P02-G09-HLM403	P02-G10-HLM411	P02-G11-HLM419	P02-G12-HLM427	P02-H01-HLM180	P02-H02-HLM176	P02-H03-HLM031	P02-H04-HLM162	P02-H05-HLM009	P02-H06-HLM152	P02-H07-HLM119	P02-H08-HLM011	P02-H09-HLM404	P02-H10-HLM412	P02-H11-HLM420	P02-H12-HLM428	P03-A01-HLM429	P03-B01-HLM430	P03-C01-HLM431	P03-D01-NEC
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	3	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	2	1	21	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	13	3	0	1	3	0	0	0	0	49	0	0	0	46	0	0	1	0	0	0	0	1	1	0	0	0	1	3	0	0	1	0	0	0	1	0	0	0	2	2	0	3	1	2	1	0	0	0	0	0	1	2	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	21	5	0	0	0	0	0	2	3	1	0	0	24	116	0	1	0	0	0	1	0	5	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0
Bacteria;Bacteroidota;Bacteroidia;?;?;?	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	7	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;?	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	17	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales Incertae Sedis;Phocaeicola	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	10	0	0	0	0	0	13	1	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	2	1	0	0	0	0	0	0	0	1	1	0	0	15	4	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082;uncultured Bacteroidetes bacterium	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	42	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;F0058	0	1	0	0	1	0	2	0	1	1	0	0	0	1	0	0	1	1	0	0	0	4	10	1	0	0	0	0	1	0	3	0	1	1	0	3	27	1	0	0	6	0	0	2	0	0	0	3	0	3	0	0	4	0	1	0	3	3	2	0	384	4	0	0	4	1	0	0	12	3	8	1	5	0	19	68	5	0	0	0	0	0	1	6	0	0	2	5	0	3	0	0	0	0	8	0	0	1	6	1	1	1	0	0	0	0	2	2	0	3	1	3	0	5	0	0	0	0	0	4	0	2	1	0	6	0	0	0	0	21	1	2	0	8	3	0	3	0	1	1	0	0	15	2	7	1	0	0	1	0	0	0	0	0	5	1	8	1	1	0	1	0	0	7	20	4	1	3	16	7	1	0	4	0	0	0	7	0	4	0	2	7	1	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	39	600	335	3	2102	1528	4889	32	83	1370	345	7	108	4029	19	93	652	1249	42	0	49	5416	5162	886	0	17	901	531	188	74	4266	283	641	3783	357	233	147	229	1016	487	33	821	1859	2851	732	1751	470	1757	490	758	0	37	1240	1971	313	388	2546	65	254	4	267	1418	381	213	507	992	94	97	2388	326	2185	81	1836	1226	307	1221	35	8	792	34	1875	256	1872	1280	1173	75	3649	98	380	3046	743	687	295	475	324	0	4	49	1469	87	1636	99	0	1	0	22	336	505	1677	1969	303	371	1297	1257	0	0	0	132	1	465	443	1564	136	965	1843	967	0	1198	0	255	5450	1730	463	342	1416	91	3422	0	0	0	2	18	248	3234	2325	339	1013	292	295	1	1	0	0	28	1233	122	39	352	2354	6466	1888	0	0	398	618	504	14427	1438	284	454	2425	113	5919	0	0	3	173	47	1458	391	1186	1617	3325	718	257	0	0	0	0	0	1	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;?	571	29	43	1003	79	358	297	384	202	73	424	6	156	81	18	203	435	112	724	11	811	80	258	29	282	675	113	589	231	881	198	157	299	90	544	959	38	32	387	626	57	192	181	77	551	87	213	43	177	440	163	1330	50	486	85	112	1489	248	1175	112	438	53	1001	38	1282	132	183	31	92	241	201	359	124	200	218	355	57	74	120	3	901	603	354	209	146	30	164	446	181	74	66	573	52	416	390	0	4	138	151	13	551	194	3	0	0	16	53	155	73	532	18	551	492	89	0	0	0	24	570	264	105	818	70	460	191	364	0	31	0	94	373	25	434	181	41	17	181	0	0	1	0	12	65	161	304	509	883	22	498	0	0	0	0	0	721	201	16	395	157	160	196	0	0	55	37	64	272	9	378	99	158	1246	92	0	0	0	19	5	96	70	564	687	223	225	107	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	11	276	393	340	482	839	1088	452	137	136	1082	1	81	1223	372	80	998	481	2719	78	131	1625	1127	1421	151	563	75	300	220	1176	2249	354	1938	1215	3444	3758	261	307	293	2166	121	8968	1025	1379	1368	1364	232	464	441	2406	18	401	376	2682	295	169	2864	30	2478	87	1610	698	742	98	93	162	1180	1009	2833	691	307	162	1154	862	330	1129	209	471	1680	18	967	2557	1403	1386	1052	60	536	1253	1695	1668	668	827	210	1093	1564	0	19	257	915	155	795	432	0	6	0	45	76	33	134	1381	82	69	1024	930	3	0	0	102	13	1451	852	3327	471	5693	2064	173	0	4951	0	107	1657	149	2222	1257	1154	232	4504	0	0	6	0	48	2095	307	2328	4519	1534	320	413	0	0	0	0	9	1344	552	44	1634	1374	1499	2114	0	0	1736	987	797	5218	11	150	883	1350	250	2692	0	0	1	342	17	713	457	1740	354	1384	1765	545	0	0	0	0	0	2	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	623	253	283	972	404	653	1077	876	350	172	670	4	389	369	65	539	1556	1100	1015	44	924	553	621	884	2032	892	227	3210	575	1040	467	392	644	451	1436	1439	219	133	1065	1016	142	884	372	467	1587	158	385	130	602	2111	235	1275	754	724	225	257	2783	377	4104	246	297	452	2171	90	7667	457	670	309	243	407	2802	830	1987	211	794	719	216	110	79	2	1733	1791	781	1082	327	60	785	1602	422	712	605	2140	357	887	1210	1	9	272	1085	53	1007	325	9	5	0	43	52	289	141	2012	54	893	1318	1428	0	1	0	167	1018	747	263	1860	160	1086	905	1672	0	98	0	180	1384	136	1131	536	460	83	906	0	0	8	0	42	299	388	1976	2457	1242	182	1592	0	0	0	0	7	1883	551	86	779	561	89	1069	0	0	232	261	669	1239	62	924	463	642	1754	315	0	0	3	65	10	283	231	1443	2872	988	894	130	0	0	0	0	0	1	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7	19716	400	887	12980	1750	7094	949	9887	3800	3504	9551	52	2834	1399	660	2953	10986	1353	5767	193	8230	1179	1854	698	14177	22021	1129	2845	3184	25095	1825	1632	6444	956	7861	5693	169	425	5292	13834	1253	4135	3805	1730	9182	2492	2124	484	4199	12037	1748	41443	1279	25004	1921	3014	19172	7678	12114	1790	277	1181	5893	166	980	2179	18769	4312	1130	4535	1503	6777	711	4046	3966	9400	1211	2926	3292	26	8404	12943	6447	2641	4739	711	4479	11000	7243	2177	1439	10313	637	3062	9923	1	51	2028	2648	421	10259	7223	90	3	1	254	1229	2413	2089	5651	230	3292	9274	1400	0	0	0	683	1138	6511	2524	8373	525	1305	1513	2243	0	810	0	591	7978	367	7619	1426	301	134	3680	0	0	33	6	146	3286	1128	2515	15670	9120	270	7854	0	0	3	1	18	2717	2671	132	4719	6816	1417	5854	0	0	329	259	981	1064	317	607	744	5420	16131	138	0	3	2	78	19	1269	736	9779	8966	6000	5045	2629	0	0	0	0	0	2	1	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellaceae UCG-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenellaceae RC9 gut group	0	2	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	57	0	5	0	0	0	0	0	4	3	5	0	1	0	0	0	0	0	0	0	0	6	1	0	0	1	0	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	3	1	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	1	1	0	7	4	0	0	0	0	0	0	0	2	0	0	2	20	3	0	0	0	0	0	0	0	0	0	0
